Code,Country,Year,Income,AgeAMI,IncomeAMI,RecordsAMI,SexAMI,YearAMI,Age_AAI,Records_AAI,Sex_AAI,Year_AAI,Year_AMC,Team_AMC,NOC_AMC,Age_AMC,Sex_AMC,Records_AMC,Income_AMC,Year_AAC,Team_AAC,NOC_AAC,Age_AAC,Sex_AAC,Records_AAC,Income_AAC,Income_AAI
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,16,F,8,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,18,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,19,F,5,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,19,M,3,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,20,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,20,M,3,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,21,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,21,M,14,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,22,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,22,M,8,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,23,M,6,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,24,F,4,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,24,M,8,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,25,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,25,M,5,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,26,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,26,M,7,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,27,M,6,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,28,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,28,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,29,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,30,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,30,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,31,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,31,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,32,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,32,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,33,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,33,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,34,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,34,M,5,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,35,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,37,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,38,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,38,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,39,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,40,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,41,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,45,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,New Zealand,NZL,45,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,19,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,20,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,23,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,24,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,25,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,25,M,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,26,M,5,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,27,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,28,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,29,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,30,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,33,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nicaragua,NCA,35,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Niger,NIG,14,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,17,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,18,M,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,19,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,20,F,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,20,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,21,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,21,M,5,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,22,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,22,M,10,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,23,F,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,23,M,12,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,24,F,7,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,24,M,5,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,25,F,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,25,M,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,26,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,26,M,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,27,F,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,27,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,28,F,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,28,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,30,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Nigeria,NGR,34,F,2,L,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,16,F,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,17,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,18,F,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,19,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,20,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,20,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,21,F,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,21,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,23,M,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,24,M,11,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,26,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,27,M,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea,PRK,30,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea-1,PRK,16,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea-1,PRK,17,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,North Korea-2,PRK,16,F,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,17,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,18,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,20,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,20,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,21,F,10,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,21,M,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,22,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,22,M,10,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,23,F,9,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,23,M,5,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,24,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,24,M,6,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,25,F,5,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,25,M,5,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,26,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,26,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,27,F,11,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,27,M,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,28,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,28,M,6,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,29,F,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,29,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,30,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,31,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,32,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,32,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,33,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,33,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,38,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,39,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Norway,NOR,43,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Oman,OMA,18,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Oman,OMA,23,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Oman,OMA,24,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Oman,OMA,32,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,17,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,21,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,22,M,4,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,23,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,24,F,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,24,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,25,M,5,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,26,M,2,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,27,M,3,L,
,,,,,,,,,,,,,,,,,,,,1996,Pakistan,PAK,28,M,1,L,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,15,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,20,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,22,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,23,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,24,M,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Panama,PAN,26,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,18,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,19,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,20,M,6,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,22,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,23,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,26,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,28,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Papua New Guinea,PNG,30,M,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Paraguay,PAR,18,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Paraguay,PAR,19,M,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Paraguay,PAR,26,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Paraguay,PAR,31,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,18,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,19,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,20,F,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,20,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,21,F,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,21,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,22,F,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,22,M,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,23,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,23,M,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,24,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,26,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,27,F,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,29,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,30,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,31,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,32,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Peru,PER,41,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,21,F,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,21,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,22,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,23,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,26,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,26,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,29,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,30,M,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,34,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Philippines,PHI,42,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,17,F,5,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,17,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,18,F,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,18,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,19,F,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,19,M,7,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,20,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,20,M,10,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,21,F,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,21,M,15,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,22,F,5,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,22,M,10,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,23,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,23,M,10,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,24,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,24,M,9,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,25,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,25,M,12,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,26,F,7,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,26,M,8,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,27,F,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,27,M,12,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,28,F,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,28,M,14,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,29,F,6,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,29,M,6,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,30,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,30,M,7,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,31,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,31,M,10,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,32,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,32,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,33,M,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,34,M,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,35,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,36,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,37,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,37,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,38,M,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,39,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland,POL,43,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland-1,POL,22,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland-2,POL,16,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Poland-2,POL,17,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,15,F,8,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,17,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,18,F,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,18,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,19,F,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,19,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,20,M,8,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,21,F,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,21,M,9,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,22,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,22,M,12,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,23,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,23,M,8,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,24,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,24,M,12,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,25,F,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,25,M,8,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,26,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,26,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,27,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,27,M,6,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,28,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,28,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,29,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,30,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,31,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,31,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,32,F,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,32,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,34,F,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,34,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,35,M,2,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,36,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Portugal,POR,41,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,16,F,5,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,17,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,17,M,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,18,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,19,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,20,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,20,M,11,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,21,M,8,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,22,M,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,23,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,23,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,24,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,25,F,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,25,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,26,F,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,26,M,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,27,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,28,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,28,M,8,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,29,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,30,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,30,M,4,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,31,F,3,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,31,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,32,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,32,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,33,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,34,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,34,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,35,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,37,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,38,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,39,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,41,F,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,54,M,1,UM,
,,,,,,,,,,,,,,,,,,,,1996,Puerto Rico,PUR,63,M,2,UM,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,18,M,4,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,20,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,23,M,3,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,24,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,25,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,26,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,29,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Qatar,QAT,36,M,1,H,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,15,F,12,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,16,F,9,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,17,F,25,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,18,F,1,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,18,M,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,19,F,7,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,19,M,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,20,F,10,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,20,M,12,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,21,F,5,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,21,M,16,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,22,F,5,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,22,M,31,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,23,F,2,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,23,M,16,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,24,F,7,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,24,M,28,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,25,F,15,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,25,M,7,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,26,F,4,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,26,M,9,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,27,F,3,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,27,M,8,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,28,F,6,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,28,M,7,LM,
,,,,,,,,,,,,,,,,,,,,1996,Romania,ROU,29,F,4,LM,
